id,region,name
11008,埼玉県,熊谷
11009,埼玉県,川口前川
11010,埼玉県,S新井宿駅前
11011,埼玉県,S川口
11012,埼玉県,春日部
11013,埼玉県,S狭山
11014,埼玉県,S武蔵狭山
11015,埼玉県,羽生
11016,埼玉県,S上尾
11017,埼玉県,Sせんげん台
11018,埼玉県,南越谷
11019,埼玉県,Sレイクタウン
11020,埼玉県,S北戸田
11021,埼玉県,S入間
11022,埼玉県,S入曽駅前
11023,埼玉県,S南栗橋
11024,埼玉県,八潮南
11025,埼玉県,吉川美南
11026,埼玉県,大井
11027,埼玉県,Sふじみ野
11028,埼玉県,S毛呂山
12001,千葉県,稲毛
12002,千葉県,S鎌取
12003,千葉県,海浜幕張
12004,千葉県,S幕張新都心
12005,千葉県,マリンピア
12006,千葉県,S検見川浜
12007,千葉県,S幕張ベイパーク
12008,千葉県,S千葉みなと
12009,千葉県,銚子
12010,千葉県,市川妙典
12011,千葉県,南行徳
12012,千葉県,S市川コルトンプラザ
12013,千葉県,Sリーフシティ市川
12014,千葉県,高根木戸
12015,千葉県,船橋
12016,千葉県,館山
12017,千葉県,S木更津
12018,千葉県,北小金
12019,千葉県,S新松戸
12020,千葉県,ノア
12021,千葉県,S成田
12022,千葉県,S成田ニュータウン
12023,千葉県,臼井
12024,千葉県,Sユーカリが丘
12025,千葉県,東金
12026,千葉県,S旭中央
12027,千葉県,S津田沼North
12028,千葉県,S津田沼South
12029,千葉県,柏
12030,千葉県,八千代緑が丘
12031,千葉県,鴨川
12032,千葉県,鎌ヶ谷
12033,千葉県,S君津
12034,千葉県,富津
12035,千葉県,S新浦安
12036,千葉県,S新浦安MONA
12037,千葉県,長浦
12038,千葉県,八街
12039,千葉県,千葉ニュータウン
12040,千葉県,大網白里
13001,東京都,東雲
13002,東京都,S南砂
13003,東京都,S有明ガーデン
13004,東京都,S品川シーサイド
13005,東京都,S碑文谷
13006,東京都,S御嶽山駅前
13007,東京都,S赤羽
13008,東京都,S板橋
13009,東京都,S板橋前野町
13010,東京都,S西台
13011,東京都,練馬
13012,東京都,西新井
13013,東京都,S竹の塚
13014,東京都,葛西
13015,東京都,八王子滝山
13016,東京都,S河辺
13017,東京都,S多摩平の森
13018,東京都,東久留米
13019,東京都,Sむさし村山
13020,東京都,S武蔵村山南
13021,東京都,S日の出
14001,神奈川県,金沢シーサイド
14002,神奈川県,金沢八景
14003,神奈川県,駒岡
14004,神奈川県,S東神奈川
14005,神奈川県,S東戸塚
14006,神奈川県,S横浜高田
14007,神奈川県,本牧
14008,神奈川県,横浜新吉田
14009,神奈川県,S戸塚
14010,神奈川県,S鴨居
14011,神奈川県,S横浜瀬谷
14012,神奈川県,S三ツ境
14013,神奈川県,S天王町
14014,神奈川県,S新百合ヶ丘
14015,神奈川県,S上麻生
14016,神奈川県,相模原
14017,神奈川県,橋本
14018,神奈川県,久里浜
14019,神奈川県,S横須賀
14020,神奈川県,藤沢
14021,神奈川県,S湘南茅ヶ崎
14022,神奈川県,茅ヶ崎中央
14023,神奈川県,秦野
14024,神奈川県,厚木
14025,神奈川県,Sつきみ野
14026,神奈川県,大和
14027,神奈川県,大和鶴間
14028,神奈川県,S下鶴間
14029,神奈川県,海老名駅前
14030,神奈川県,S座間
15001,新潟県,上木戸
15002,新潟県,新潟東
15003,新潟県,藤見町
15004,新潟県,S中山
15005,新潟県,山の下
15006,新潟県,東中野山
15007,新潟県,亀田
15008,新潟県,S新潟亀田インター
15009,新潟県,笹口
15010,新潟県,山二ツ
15011,新潟県,Sラブラ万代
15012,新潟県,S上所
15013,新潟県,関屋
15014,新潟県,とやの
15015,新潟県,湊町
15016,新潟県,白根
15017,新潟県,新潟青山
15018,新潟県,新潟西
15019,新潟県,S青山西大通
15020,新潟県,S新津
15021,新潟県,S白山浦
15022,新潟県,大学前
15023,新潟県,西内野
15024,新潟県,坂井
15025,新潟県,S黒埼
15026,新潟県,長岡
15027,新潟県,三条
15028,新潟県,S三条須頃
15029,新潟県,新発田
15030,新潟県,S新発田中田
15031,新潟県,小千谷
15032,新潟県,十日町
15033,新潟県,荒川アコス
15034,新潟県,村上肴町
15035,新潟県,村上東
15036,新潟県,県央
15037,新潟県,上越
15038,新潟県,下門前
15039,新潟県,上越寺
15040,新潟県,六日町
15041,新潟県,S中条
16001,富山県,高岡江尻
16002,富山県,S高岡南
16003,富山県,Sとなみ
17001,石川県,金沢
17002,石川県,もりの里
17003,石川県,小松
17004,石川県,S新小松
17005,石川県,加賀の里
17006,石川県,Sかほく
17007,石川県,松任
17008,石川県,S白山
17009,石川県,野々市南
17010,石川県,S御経塚
18001,福井県,S福井開発
19001,山梨県,大月
19002,山梨県,石和
19003,山梨県,S甲府昭和
20001,長野県,S松本
20002,長野県,南松本
20003,長野県,S上田
20004,長野県,飯田
20005,長野県,S飯田アップルロード
20006,長野県,須坂駅前
20007,長野県,S須坂
20008,長野県,中野
20009,長野県,諏訪ステーションパーク
20010,長野県,佐久平
20011,長野県,豊科
20012,長野県,箕輪
20013,長野県,木曽福島
21001,岐阜県,岐阜
21002,岐阜県,柳津
21003,岐阜県,大垣
21004,岐阜県,関
21005,岐阜県,S土岐
21006,岐阜県,S各務原インター
21007,岐阜県,S岐阜北方
22001,静岡県,S静岡
22002,静岡県,清水
22003,静岡県,浜松市野
22004,静岡県,浜松志都呂
22005,静岡県,浜松西
22006,静岡県,S浜松西伊場
22007,静岡県,S富士宮
22008,静岡県,焼津
22009,静岡県,袋井
23001,愛知県,熱田
23002,愛知県,新瑞橋
23003,愛知県,【一閉】今池
23004,愛知県,大高
23005,愛知県,金山
23006,愛知県,S名古屋茶屋
23007,愛知県,Sナゴヤドーム前
23008,愛知県,名古屋東
23009,愛知県,南陽
23010,愛知県,メイトピア
23011,愛知県,守山
23012,愛知県,八事
23013,愛知県,Sワンダーシティ
23014,愛知県,S名古屋則武
23015,愛知県,S高針原
23016,愛知県,S上飯田
23017,愛知県,豊橋南
23018,愛知県,S岡崎
23019,愛知県,木曽川
23020,愛知県,瀬戸みずの
23021,愛知県,半田
23022,愛知県,春日井
23023,愛知県,豊川開運通
23024,愛知県,S豊川
23025,愛知県,高橋
23026,愛知県,S豊田
23027,愛知県,蒲郡
23028,愛知県,S常滑
23029,愛知県,小牧
23030,愛知県,田原
23031,愛知県,三好
23032,愛知県,S長久手
23033,愛知県,扶桑
23034,愛知県,S東浦
24001,三重県,津
24002,三重県,久居
24003,三重県,S津南
24004,三重県,日永
24005,三重県,四日市尾平
24006,三重県,四日市北
24007,三重県,伊勢
24008,三重県,S松阪船江
24009,三重県,桑名
24010,三重県,鈴鹿
24011,三重県,S鈴鹿白子
24012,三重県,名張
24013,三重県,尾鷲
24014,三重県,鳥羽
24015,三重県,熊野
24016,三重県,大安
24017,三重県,阿児
24018,三重県,伊賀上野
24019,三重県,東員
24020,三重県,明和
25001,滋賀県,長浜
25002,滋賀県,近江八幡
25003,滋賀県,S草津
26001,京都府,S京都桂川
26002,京都府,S京都五条
26003,京都府,京都西
26004,京都府,京都洛南
26005,京都府,S伏見桃山
26006,京都府,S嵯峨野小町
26007,京都府,S山ノ内小町
26008,京都府,S西陣小町
26009,京都府,S西ノ京小町
26010,京都府,S修学院小町
26011,京都府,S東山二条
26012,京都府,福知山
26013,京都府,亀岡
26014,京都府,高の原
26015,京都府,久御山
27001,大阪府,大阪ドームシティ
27002,大阪府,喜連瓜破駅前
27003,大阪府,高見
27004,大阪府,S鶴見緑地
27005,大阪府,S野田阪神
27006,大阪府,S海老江
27007,大阪府,S東淀川
27008,大阪府,S長原駅前
27009,大阪府,堺北花田
27010,大阪府,S堺鉄砲町
27011,大阪府,S新金岡
27012,大阪府,Sおおとり
27013,大阪府,S東岸和田
27014,大阪府,北千里
27015,大阪府,吹田
27016,大阪府,高槻
27017,大阪府,貝塚
27018,大阪府,S大日
27019,大阪府,枚方
27020,大阪府,S茨木
27021,大阪府,S新茨木
27022,大阪府,八尾御坊前
27023,大阪府,日根野
27024,大阪府,S金剛東
27025,大阪府,和泉府中
27026,大阪府,S箕面
27027,大阪府,S古川橋駅前
27028,大阪府,鴻池
27029,大阪府,布施駅前
27030,大阪府,S東大阪
27031,大阪府,りんくう泉南
27032,大阪府,S四條畷
27033,大阪府,S金剛
28001,兵庫県,Sumie
28002,兵庫県,神戸北
28003,兵庫県,S神戸南
28004,兵庫県,ジェームス山
28005,兵庫県,垂水
28006,兵庫県,つくしが丘
28007,兵庫県,藤原台
28008,兵庫県,姫路
28009,兵庫県,姫路大津
28010,兵庫県,姫路リバーシティー
28011,兵庫県,S尼崎
28012,兵庫県,明石
28013,兵庫県,土山
28014,兵庫県,S甲子園
28015,兵庫県,西宮門戸
28016,兵庫県,S西宮今津
28017,兵庫県,S洲本
28018,兵庫県,S伊丹
28019,兵庫県,S伊丹昆陽
28020,兵庫県,加古川
28021,兵庫県,赤穂
28022,兵庫県,三木
28023,兵庫県,三木青山
28024,兵庫県,三田
28025,兵庫県,三田ウッディタウン
28026,兵庫県,加西北条
28027,兵庫県,南淡路
28028,兵庫県,和田山
28029,兵庫県,淡路
28030,兵庫県,山崎
28031,兵庫県,社
28032,兵庫県,猪名川
29001,奈良県,S奈良
29002,奈良県,大和郡山
29003,奈良県,S橿原
29004,奈良県,桜井
29006,奈良県,登美ヶ丘
29007,奈良県,いかるが
30001,和歌山県,S和歌山
30002,和歌山県,新宮
31001,鳥取県,津ノ井
31002,鳥取県,鳥取
31003,鳥取県,鳥取北
31004,鳥取県,米子駅前
31005,鳥取県,日吉津
32001,島根県,菅田
32002,島根県,S松江
32003,島根県,S出雲
32004,島根県,益田
32005,島根県,大田
33001,岡山県,S岡山
33002,岡山県,S岡山青江
33003,岡山県,S倉敷
33004,岡山県,S津山インター
34001,広島県,宇品
34002,広島県,S広島祇園
34003,広島県,みゆき
34004,広島県,S西風新都
34005,広島県,広
34006,広島県,三原
34007,広島県,S尾道
34008,広島県,S広島府中
35001,山口県,防府
35002,山口県,光
36001,徳島県,S徳島
37001,香川県,高松
37002,香川県,高松東
37003,香川県,綾川
38001,愛媛県,S松山
38002,愛媛県,S今治馬越
38003,愛媛県,S今治新都市
38004,愛媛県,S新居浜
39001,高知県,S高知
39002,高知県,【一閉】高知旭町
40001,福岡県,戸畑
40002,福岡県,八幡東
40003,福岡県,若松
40004,福岡県,香椎浜
40005,福岡県,S笹丘
40006,福岡県,ショッパーズ福岡
40007,福岡県,野芥
40008,福岡県,福岡伊都
40009,福岡県,マリナタウン
40010,福岡県,原
40011,福岡県,大牟田
40012,福岡県,直方
40013,福岡県,穂波
40014,福岡県,なかま
40015,福岡県,小郡
40016,福岡県,筑紫野
40017,福岡県,二日市
40018,福岡県,大野城
40019,福岡県,乙金
40020,福岡県,福津
40021,福岡県,甘木
40022,福岡県,糸島
40023,福岡県,福岡東
40024,福岡県,福岡
40025,福岡県,岡垣
40026,福岡県,大木
41001,佐賀県,佐賀大和
41002,佐賀県,佐賀
41003,佐賀県,唐津
41004,佐賀県,江北
42001,長崎県,チトセピア
42002,長崎県,長崎
42003,長崎県,東長崎
42004,長崎県,佐世保白岳
42005,長崎県,大塔
42006,長崎県,佐世保四ヶ町
42007,長崎県,島原
42008,長崎県,大村
42009,長崎県,壱岐
42010,長崎県,有家
42011,長崎県,時津
43001,熊本県,八代
43002,熊本県,宇城
43003,熊本県,天草
43004,熊本県,大津
43005,熊本県,熊本
43006,熊本県,錦
44001,大分県,高城
44002,大分県,パークプレイス大分
44003,大分県,光吉
44004,大分県,三光
44005,大分県,日田
44006,大分県,挾間
44007,大分県,由布院
45001,宮崎県,南宮崎
45002,宮崎県,宮崎
45003,宮崎県,都城
45004,宮崎県,都城駅前
45005,宮崎県,多々良
45006,宮崎県,延岡
45007,宮崎県,日向
46001,鹿児島県,鹿児島
46002,鹿児島県,鹿児島中央
46003,鹿児島県,隼人国分
46004,鹿児島県,プラザ大島
46005,鹿児島県,姶良
46006,鹿児島県,かのや
47001,沖縄県,那覇
47002,沖縄県,Sてだこ浦西駅前
47003,沖縄県,名護
47004,沖縄県,Sひやごん
47005,沖縄県,S豊崎
47006,沖縄県,具志川
47007,沖縄県,北谷
47008,沖縄県,Sライカム
47009,沖縄県,南風原
47010,沖縄県,THL(無人店舗)
